line_number,error_type,description,suspected_cause,full_line,line_preview,full_line_length,actual_error,has_comma,has_quote,has_newline_in_field,file_name,file_path,llm,model_run,run,domain,shot
900,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,42540,WY,56021.0,56021000300.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Female,1,2,55000,,10.75,,2,2400,1000,1350,450,250,150,,,2,2,2,2,,183333,1,1,3,5,1,,48000,51,1,3,2,5,1,2,5,7,1,2,2,1,1,2,65-74,65-74,Yes,Yes,1,1","2024,42540,WY,56021.0,56021000300.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Bui",303,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
901,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,42660,AK,2020.0,20200000100.0,USDA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,365000,99,6.125,0.75,2,9250,3700,4700,1600,1000,360,,,2,2,2,2,,368687,1,1,1,5,1,,95000,30,1,1,2,2,1,1,5,5,1,1,1,1,1,1,35-44,35-44,No,No,1,1","2024,42660,AK,2020.0,20200000100.0,USDA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic",266,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
902,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,43300,HI,15003.0,15003002101.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Male,1,1,685000,88,7.25,2.75,2,14800,6100,7100,2500,1300,360,,,2,2,2,2,,778409,1,1,1,5,1,,175000,38,1,1,1,2,1,1,7,5,1,1,1,1,1,1,45-54,45-54,No,No,1,1","2024,43300,HI,15003.0,15003002101.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,His",308,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
903,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,43620,NH,33015.0,33015000400.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,425000,100,5.75,0,2,8750,3500,4500,1600,900,360,,,2,2,2,2,,425000,1,1,1,5,1,,125000,24,9,9,4,4,4,4,8,8,4,4,4,4,4,4,35-44,9999,No,,1,1","2024,43620,NH,33015.0,33015000400.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not",286,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
904,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,43780,NJ,34039.0,34039003201.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,1,485000,98,6.625,1.25,2,13250,5400,6400,2300,1300,360,,,2,2,2,2,,494898,1,1,1,5,1,,135000,43,1,1,2,2,1,1,3,3,1,1,1,1,1,1,45-54,45-54,No,No,1,1","2024,43780,NJ,34039.0,34039003201.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic",290,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
905,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,43900,DE,10003.0,10003001000.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,395000,79,8.375,3.75,2,10800,4500,5500,2000,1100,360,,,2,2,2,2,,500000,1,1,1,5,1,,118000,37,1,1,2,2,1,1,5,5,1,1,1,1,1,1,35-44,35-44,No,No,1,1","2024,43900,DE,10003.0,10003001000.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not",277,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
906,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,44060,DC,11001.0,11001006201.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,125000,,9.25,,2,5200,2200,2800,1000,500,180,,,2,2,2,2,,416667,1,1,3,5,1,,95000,48,1,3,1,5,1,2,5,7,1,2,2,1,1,2,55-64,55-64,Yes,Yes,1,1","2024,44060,DC,11001.0,11001006201.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Bui",273,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
907,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,44300,RI,44007.0,44007000300.0,USDA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,325000,97,6.25,0.5,2,8250,3300,4300,1500,900,360,,,2,2,2,2,,335052,1,1,1,5,1,,82000,32,1,3,2,5,1,2,2,7,1,2,2,1,1,2,35-44,25-34,No,No,1,1","2024,44300,RI,44007.0,44007000300.0,USDA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispani",266,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
908,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,16980,CA,6073,6073010501,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,32,485000,85,7.125,,2,18500,4500,7500,2500,1500,360,,,2,2,2,2,,550000,1,1,3,5,1,,125,45,1111,1111,2,2,1,1,2,2,1,1,1,1,1,1,35-44,25-34,No,No,1,1","2024,16980,CA,6073,6073010501,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispa",271,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
909,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,31080,TX,141,0143010500,VA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,32,325000,90,6.75,,2,12000,3200,5000,1800,1200,360,,,2,2,2,2,,365000,1,1,3,5,1,,98,38,1111,1111,1,2,1,1,2,2,1,1,2,1,1,1,25-34,25-34,No,No,1,1","2024,31080,TX,141,0143010500,VA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,W",256,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
910,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,12060,FL,8053,8053010200,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,32,275000,96,6.875,,2,14500,3800,6200,2200,1000,360,,,2,2,2,2,,290000,1,1,3,5,1,,85,42,1111,1111,2,2,1,1,3,3,1,1,1,1,1,1,45-54,35-44,No,No,1,1","2024,12060,FL,8053,8053010200,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or La",281,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
911,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,14460,WA,53033,5303305100,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,32,75000,,8.25,,2,4500,1200,2200,800,500,180,,,2,2,2,2,,425000,1,1,3,5,1,,78,52,1111,1111,2,2,1,1,2,2,1,1,2,1,1,1,55-64,45-54,Yes,No,1,1","2024,14460,WA,53033,5303305100,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,No",273,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
912,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,19100,OH,39035,39035010600,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,32,195000,80,6.5,,2,8500,2100,3800,1400,800,360,,,2,2,2,2,,245000,1,1,3,5,1,,92,28,1111,1111,2,2,1,1,2,2,1,1,1,1,1,1,35-44,35-44,No,No,1,1","2024,19100,OH,39035,39035010600,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not His",268,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
913,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,35620,NY,36001,36001000100,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,32,625000,75,7.375,,2,25000,6200,10500,4200,2800,360,,,2,2,2,2,,835000,1,1,3,5,1,,156,36,1111,1111,1,2,1,1,2,2,1,1,2,1,1,1,45-54,35-44,No,No,1,1","2024,35620,NY,36001,36001000100,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispani",272,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
914,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,16980,CA,6075,6075010802,VA:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,32,95000,,7.75,,2,5800,1500,2800,1000,600,240,,,2,2,2,2,,685000,1,1,3,5,1,,135,48,1111,1111,2,2,1,1,2,2,1,1,2,1,1,1,35-44,35-44,No,No,1,1","2024,16980,CA,6075,6075010802,VA:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic ",263,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
915,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,12060,FL,8005,8005010300,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,32,315000,95,7.0,,2,15800,4200,6800,2500,1200,360,,,2,2,2,2,,335000,1,1,3,5,1,,88,41,1111,1111,2,2,1,1,3,3,1,1,2,1,1,1,25-34,25-34,No,No,1,1","2024,12060,FL,8005,8005010300,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or La",281,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
916,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,38060,NC,37183,37183030105,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,32,425000,85,6.625,,2,18500,4800,8200,3100,1800,360,,,2,2,2,2,,505000,1,1,3,5,1,,108,33,1111,1111,2,2,1,1,2,2,1,1,1,1,1,1,35-44,35-44,No,No,1,1","2024,38060,NC,37183,37183030105,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not His",273,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
917,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,12054,GA,13089,13089030202,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,32,375000,88,6.75,,2,16500,4100,7300,2800,1500,360,,,2,2,2,2,,430000,1,1,3,5,1,,115,39,1111,1111,2,2,1,1,2,2,1,1,2,1,1,1,45-54,45-54,No,No,1,1","2024,12054,GA,13089,13089030202,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not His",274,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
918,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,14460,WA,53033,5303305200,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,32,685000,78,7.5,,2,28500,7100,12000,4800,3200,360,,,2,2,2,2,,885000,1,1,3,5,1,,165,42,1111,1111,2,2,1,1,2,2,1,1,1,1,1,1,45-54,35-44,No,No,1,1","2024,14460,WA,53033,5303305200,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hisp",271,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
919,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,19100,OH,39061,39061006300,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,32,245000,92,6.375,,2,11200,2900,4800,1800,1100,360,,,2,2,2,2,,270000,1,1,3,5,1,,95,36,1111,1111,2,2,1,1,3,3,1,1,1,1,1,1,35-44,35-44,No,No,1,1","2024,19100,OH,39061,39061006300,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or L",282,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
920,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,31080,TX,201,0201010100,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,32,45000,,9.125,,3,3200,850,1600,600,350,180,,,2,2,2,2,,285000,1,1,3,5,1,,65,55,1111,1111,1,1,1,1,2,2,1,1,1,1,1,1,55-64,45-54,Yes,No,1,1","2024,31080,TX,201,0201010100,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hisp",265,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
921,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,35620,NY,36047,36047010500,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,32,725000,70,7.625,,2,32000,8000,13500,5400,3600,360,,,2,2,2,2,,1045000,1,1,3,5,1,,185,32,1111,1111,2,2,1,1,2,2,1,1,2,1,1,1,45-54,45-54,No,No,1,1","2024,35620,NY,36047,36047010500,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not His",277,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
922,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,16980,CA,6071,6071001801,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Asian,Female,1,32,525000,96,6.875,,2,22000,5800,9200,3500,1800,360,,,2,2,2,2,,550000,1,1,3,5,1,,105,44,1111,1111,1,2,1,1,2,2,1,1,2,1,1,1,25-34,25-34,No,No,1,1","2024,16980,CA,6071,6071001801,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino",260,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
923,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,12060,FL,8009,8009010400,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,32,465000,82,7.25,,2,20500,5100,8800,3400,2200,360,,,2,2,2,2,,570000,1,1,3,5,1,,128,38,1111,1111,2,2,1,1,2,2,1,1,1,1,1,1,35-44,35-44,No,No,1,1","2024,12060,FL,8009,8009010400,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispa",270,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
924,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,38060,NC,37129,37129020303,VA:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,32,65000,,8.5,,2,4200,1100,2100,800,450,240,,,2,2,2,2,,385000,1,1,3,5,1,,78,49,1111,1111,2,2,1,1,3,3,1,1,2,1,1,1,45-54,35-44,No,No,1,1","2024,38060,NC,37129,37129020303,VA:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispani",282,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
925,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,12054,GA,13057,13057040101,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,32,295000,85,6.375,,2,13200,3300,5800,2200,1300,360,,,2,2,2,2,,350000,1,1,3,5,1,,88,31,1111,1111,2,2,1,1,2,2,1,1,1,1,1,1,35-44,25-34,No,No,1,1","2024,12054,GA,13057,13057040101,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not His",272,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
926,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,14460,WA,53039,53039080102,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,32,795000,72,7.75,,2,35000,8700,14800,5900,3900,360,,,2,2,2,2,,1110000,1,1,3,5,1,,175,29,1111,1111,2,2,1,1,2,2,1,1,2,1,1,1,45-54,35-44,No,No,1,1","2024,14460,WA,53039,53039080102,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not His",276,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
927,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,19100,OH,39035,39035020700,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,32,285000,95,6.75,,2,15200,4000,6600,2500,1200,360,,,2,2,2,2,,305000,1,1,3,5,1,,92,40,1111,1111,2,2,1,1,2,2,1,1,2,1,1,1,25-34,25-34,No,No,1,1","2024,19100,OH,39035,39035020700,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or ",264,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
928,too_many_fields,Row has 59 columns but header expects 58 columns (1 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,31080,TX,453,0453010200,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Male,1,32,385000,88,6.875,,2,17000,4200,7400,2800,1600,360,,,2,2,2,2,,440000,1,1,3,5,1,,102,35,1111,1111,1,2,1,1,3,3,1,1,1,1,1,1,35-44,35-44,No,No,1,1","2024,31080,TX,453,0453010200,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic o",286,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
