data_year,agency_type_name,state_abbr,state_name,incident_date,adult_victim_count,juvenile_victim_count,total_offender_count,adult_offender_count,juvenile_offender_count,offender_race,offender_ethnicity,victim_count,offense_name,total_individual_victims,location_name,bias_desc,victim_types,multiple_offense,multiple_bias
,State Police,KS,Kansas,2005-11-25,1,0,1,1,0,Black or African American,Not Hispanic or Latino,1,Simple Assault,1,Public Transportation,Anti-Black,Adult,True,False
,Local Police Department,KY,Kentucky,1993-08-17,2,0,1,2,0,White,Not Hispanic or Latino,2,Intimidation,2,Residential Area,Anti-White,Adult,True,False
,Law Enforcement Agency,LA,Louisiana,1997-03-29,1,0,1,1,0,Asian,Not Hispanic or Latino,1,Vandalism,1,Public Transportation,Anti-Asian,Adult,True,False
,Local Police Department,MA,Massachusetts,2010-05-13,0,1,1,0,1,Hispanic or Latino,Not Hispanic or Latino,1,Simple Assault,1,University Campus,Anti-Hispanic,Youth,True,False
,State Police,MD,Maryland,2007-02-14,1,0,1,1,0,Black or African American,Not Hispanic or Latino,1,Aggravated Assault,1,Public Transportation,Anti-Black,Adult,True,False
,Local Police Department,MI,Michigan,2004-09-15,2,0,1,2,0,White,Not Hispanic or Latino,2,Intimidation,2,Residential Area,Anti-White,Adult,True,False
,Law Enforcement Agency,MN,Minnesota,1994-01-22,0,1,1,0,1,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,1,Vandalism,1,School/College,Anti-Native American,Youth,True,False
,State Police,MO,Missouri,2002-11-18,1,0,1,1,0,Hispanic or Latino,Not Hispanic or Latino,1,Simple Assault,1,Public Transportation,Anti-Hispanic,Adult,True,False
,Local Police Department,MT,Montana,2009-03-11,0,1,1,0,1,Asian,Not Hispanic or Latino,1,Intimidation,1,University Campus,Anti-Asian,Youth,True,False
,Law Enforcement Agency,NC,North Carolina,2000-06-28,1,0,1,1,0,Black or African American,Not Hispanic or Latino,1,Aggravated Assault,1,Residential Area,Anti-Black,Adult,True,False
,State Police,ND,North Dakota,1999-04-15,2,0,1,2,0,White,Not Hispanic or Latino,2,Intimidation,2,Public Transportation,Anti-White,Adult,True,False
,Local Police Department,NE,Nebraska,2006-01-25,1,0,1,1,0,Hispanic or Latino,Not Hispanic or Latino,1,Simple Assault,1,School/College,Anti-Hispanic,Adult,True,False
,Law Enforcement Agency,NH,New Hampshire,2003-08-22,0,1,1,0,1,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,1,Vandalism,1,Residential Area,Anti-Native American,Youth,True,False
,State Police,NJ,New Jersey,1998-02-18,1,0,1,1,0,Asian,Not Hispanic or Latino,1,Aggravated Assault,1,Public Transportation,Anti-Asian,Adult,True,False
,Local Police Department,NM,New Mexico,2008-05-20,2,0,1,2,0,Black or African American,Not Hispanic or Latino,2,Intimidation,2,University Campus,Anti-Black,Adult,True,False
,Law Enforcement Agency,NV,Nevada,2000-10-25,0,1,1,0,1,White,Not Hispanic or Latino,1,Simple Assault,1,School/College,Anti-White,Youth,True,False
,State Police,NY,New York,2005-03-11,1,0,1,1,0,Hispanic or Latino,Not Hispanic or Latino,1,Vandalism,1,Public Transportation,Anti-Hispanic,Adult,True,False
,Local Police Department,OH,Ohio,1996-11-15,2,0,1,2,0,Asian,Not Hispanic or Latino,2,Intimidation,2,Residential Area,Anti-Asian,Adult,True,False
,Law Enforcement Agency,OK,Oklahoma,1995-07-22,0,1,1,0,1,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,1,Aggravated Assault,1,Public Transportation,Anti-Native American,Youth,True,False
,State Police,OR,Oregon,2002-02-18,1,0,1,1,0,Black or African American,Not Hispanic or Latino,1,Simple Assault,1,School/College,Anti-Black,Adult,True,False
,Local Police Department,PA,Pennsylvania,2013-09-11,0,1,1,0,1,Hispanic or Latino,Not Hispanic or Latino,1,Intimidation,1,University Campus,Anti-Hispanic,Youth,True,False
,Law Enforcement Agency,RI,Rhode Island,2004-04-15,2,0,1,2,0,Asian,Not Hispanic or Latino,2,Vandalism,2,Public Transportation,Anti-Asian,Adult,True,False
,State Police,SC,South Carolina,2001-11-25,1,0,1,1,0,White,Not Hispanic or Latino,1,Aggravated Assault,1,Residential Area,Anti-White,Adult,True,False
,Local Police Department,SD,South Dakota,2009-06-11,0,1,1,0,1,Hispanic or Latino,Not Hispanic or Latino,1,Simple Assault,1,School/College,Anti-Hispanic,Youth,True,False
,Law Enforcement Agency,TN,Tennessee,2006-03-29,1,0,1,1,0,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,1,Vandalism,1,Public Transportation,Anti-Native American,Adult,True,False
,State Police,TX,Texas,1994-01-15,2,0,1,2,0,Black or African American,Not Hispanic or Latino,2,Intimidation,2,University Campus,Anti-Black,Adult,True,False
,Local Police Department,UT,Utah,2008-02-18,1,0,1,1,0,Asian,Not Hispanic or Latino,1,Simple Assault,1,School/College,Anti-Asian,Adult,True,False
,Law Enforcement Agency,VA,Virginia,2012-11-20,0,1,1,0,1,White,Not Hispanic or Latino,1,Aggravated Assault,1,Residential Area,Anti-White,Youth,True,False
,State Police,VT,Vermont,2003-05-11,2,0,1,2,0,Hispanic or Latino,Not Hispanic or Latino,2,Intimidation,2,Public Transportation,Anti-Hispanic,Adult,True,False
,Local Police Department,WA,Washington,1997-06-15,1,0,1,1,0,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,1,Vandalism,1,University Campus,Anti-Native American,Adult,True,False
,Law Enforcement Agency,WI,Wisconsin,2007-01-22,0,1,1,0,1,Asian,Not Hispanic or Latino,1,Simple Assault,1,School/College,Anti-Asian,Youth,True,False
,State Police,WV,West Virginia,1992-09-11,1,0,1,1,0,Black or African American,Not Hispanic or Latino,1,Aggravated Assault,1,Residential Area,Anti-Black,Adult,True,False
,Local Police Department,WY,Wyoming,2014-03-18,2,0,1,2,0,White,Not Hispanic or Latino,2,Intimidation,2,Public Transportation,Anti-White,Adult,True,False
1991,Local,,AL,Alabama,1991-02-10,1,0,1,1,0,Asian,Asian,1,Simple Assault,1,City of Birmingham,,Antisemitic,
1992,State,,CA,California,1992-08-01,1,0,1,1,0,White,Hispanic or Latino,1,Intimidation,1,City of Los Angeles,,Homophobic,
1993,Local,,FL,Florida,1993-04-05,0,1,1,0,1,Black or African American,Black or African American,1,Vandalism,1,City of Miami,,Racist,
1994,Federal,,GA,Georgia,1994-02-20,0,0,2,0,2,White,White,1,Simple Assault,1,City of Atlanta,,Antigay,
1995,State,,HI,Hawaii,1995-10-15,0,0,1,0,1,Asian,Asian,1,Intimidation,1,City of Honolulu,,Anti-Asian,
1996,Local,,IL,Illinois,1996-06-10,1,0,1,1,0,Black or African American,Black or African American,1,Vandalism,1,City of Chicago,,Racist,
1997,Federal,,KY,Kentucky,1997-03-20,1,0,1,1,0,White,White,1,Simple Assault,1,City of Louisville,,Antisemitic,
1998,State,,LA,Louisiana,1998-09-01,0,1,1,0,1,Hispanic or Latino,Hispanic or Latino,1,Intimidation,1,City of New Orleans,,Homophobic,
1999,Local,,MD,Maryland,1999-01-05,0,0,2,0,2,Black or African American,Black or African American,1,Vandalism,1,City of Baltimore,,Racist,
2000,Federal,,MA,Massachusetts,2000-07-15,1,0,1,1,0,Asian,Asian,1,Simple Assault,1,City of Boston,,Anti-Asian,
2001,State,,MI,Michigan,2001-02-10,0,1,1,0,1,White,White,1,Intimidation,1,City of Detroit,,Antigay,
2002,Local,,MS,Mississippi,2002-09-01,1,0,1,1,0,Black or African American,Black or African American,1,Vandalism,1,City of Jackson,,Racist,
2003,Federal,,MT,Montana,2003-04-05,0,0,2,0,2,Native American or Alaska Native,Native American or Alaska Native,1,Simple Assault,1,City of Helena,,Anti-Native American,
2004,State,,NE,Nebraska,2004-08-01,0,1,1,0,1,White,White,1,Intimidation,1,City of Omaha,,Homophobic,
2005,Local,,NV,Nevada,2005-02-20,1,0,1,1,0,Asian,Asian,1,Simple Assault,1,City of Las Vegas,,Anti-Asian,
2006,Federal,,NY,New York,2006-10-15,0,0,1,0,1,Hispanic or Latino,Hispanic or Latino,1,Vandalism,1,City of New York,,Antigay,
2007,State,,NC,North Carolina,2007-06-10,1,0,1,1,0,Black or African American,Black or African American,1,Intimidation,1,City of Charlotte,,Racist,
2008,Local,,ND,North Dakota,2008-03-20,0,1,1,0,1,White,White,1,Simple Assault,1,City of Fargo,,Homophobic,
2009,Federal,,OH,Ohio,2009-09-01,0,0,2,0,2,Asian,Asian,1,Vandalism,1,City of Columbus,,Anti-Asian,
2010,State,,OK,Oklahoma,2010-01-05,1,0,1,1,0,Native American or Alaska Native,Native American or Alaska Native,1,Intimidation,1,City of Oklahoma City,,Anti-Native American,
2011,Local,,OR,Oregon,2011-07-15,0,1,1,0,1,White,White,1,Simple Assault,1,City of Portland,,Antigay,
2012,Federal,,PA,Pennsylvania,2012-02-10,0,0,1,0,1,Black or African American,Black or African American,1,Vandalism,1,City of Philadelphia,,Racist,
2013,State,,RI,Rhode Island,2013-09-01,1,0,1,1,0,Hispanic or Latino,Hispanic or Latino,1,Intimidation,1,City of Providence,,Homophobic,
2014,Local,,SC,South Carolina,2014-04-05,0,1,1,0,1,White,White,1,Simple Assault,1,City of Charleston,,Antisemitic,
1992,State,NY,New York,1992-01-15,1,0,2,2,0,White,Non-Hispanic,2,Vandalism,2,Street,Antisemitic,Adult,Yes,Yes
1992,State,FL,Florida,1992-02-20,0,1,1,1,0,Black,Non-Hispanic,1,Simple Assault,1,Residence,Anti-Black,Juvenile,No,No
1992,Local,TX,Texas,1992-03-10,2,0,3,2,1,Hispanic,Mexican,3,Intimidation,3,Place of Worship,Anti-Hispanic,Adult/Juvenile,Yes,No
1992,Federal,CA,California,1992-04-01,1,0,1,1,0,Asian/Pacific Islander,Non-Hispanic,1,Aggravated Assault,1,Street,Antisemitic,Adult,No,No
1992,State,IL,Illinois,1992-05-01,0,0,1,1,0,Native American,Non-Hispanic,1,Simple Assault,1,Residence,Anti-White,Adult,Yes,No
1992,Local,OH,Ohio,1992-06-15,2,1,2,1,1,White,Non-Hispanic,3,Vandalism,3,Business,Anti-LGBTQ+,Adult/Juvenile,Yes,No
1992,Federal,GA,Georgia,1992-07-04,1,0,1,1,0,Black,Non-Hispanic,1,Intimidation,1,Place of Worship,Anti-Black,Adult,No,No
1992,State,NJ,New Jersey,1992-08-20,1,0,2,1,1,Hispanic,Non-Hispanic,3,Aggravated Assault,3,Street,Anti-Hispanic,Adult/Juvenile,Yes,No
1992,Local,NC,North Carolina,1992-09-15,2,0,2,1,1,White,Non-Hispanic,3,Simple Assault,3,Residence,Antisemitic,Adult/Juvenile,Yes,No
1993,Federal,PA,Pennsylvania,1993-01-01,1,0,1,1,0,Asian/Pacific Islander,Non-Hispanic,1,Vandalism,1,Street,Anti-Asian,Adult,No,No
1993,State,WA,Washington,1993-02-20,0,1,1,1,0,Black,Non-Hispanic,1,Intimidation,1,Place of Worship,Anti-Black,Juvenile,No,No
1993,Local,IN,Indiana,1993-03-10,2,0,3,2,1,Hispanic,Mexican,4,Aggravated Assault,4,Street,Anti-Hispanic,Adult/Juvenile,Yes,No
1993,Federal,MS,Mississippi,1993-04-01,1,0,1,1,0,Native American,Non-Hispanic,1,Simple Assault,1,Residence,Anti-White,Adult,No,No
1993,State,MO,Missouri,1993-05-01,0,0,1,1,0,White,Non-Hispanic,1,Vandalism,1,Business,Anti-LGBTQ+,Adult,Yes,No
1993,Local,KY,Kentucky,1993-06-15,2,1,2,1,1,Hispanic,Non-Hispanic,3,Intimidation,3,Place of Worship,Anti-Hispanic,Adult/Juvenile,Yes,No
1993,Federal,SC,South Carolina,1993-07-04,1,0,1,1,0,Black,Non-Hispanic,1,Aggravated Assault,1,Street,Anti-Black,Adult,No,No
1993,State,DE,Delaware,1993-08-20,1,0,2,1,1,White,Non-Hispanic,3,Simple Assault,3,Residence,Antisemitic,Adult/Juvenile,Yes,No
1993,Local,VT,Vermont,1993-09-15,2,0,2,1,1,Hispanic,Mexican,3,Vandalism,3,Business,Anti-Hispanic,Adult/Juvenile,Yes,No
1994,Federal,RI,Rhode Island,1994-01-01,1,0,1,1,0,Asian/Pacific Islander,Non-Hispanic,1,Intimidation,1,Place of Worship,Anti-Asian,Adult,No,No
1994,State,NV,Nevada,1994-02-20,0,1,1,1,0,Black,Non-Hispanic,1,Aggravated Assault,1,Street,Anti-Black,Juvenile,No,No
1994,Local,CT,Connecticut,1994-03-10,2,0,3,2,1,Hispanic,Mexican,4,Simple Assault,4,Residence,Anti-Hispanic,Adult/Juvenile,Yes,No
1994,Federal,LA,Louisiana,1994-04-01,1,0,1,1,0,Native American,Non-Hispanic,1,Vandalism,1,Business,Anti-LGBTQ+,Adult,No,No
1994,State,ME,Maine,1994-05-01,0,0,1,1,0,White,Non-Hispanic,1,Intimidation,1,Place of Worship,Anti-White,Adult,Yes,No
1994,Local,WV,West Virginia,1994-06-15,2,1,2,1,1,Hispanic,Non-Hispanic,3,Aggravated Assault,3,Street,Anti-Hispanic,Adult/Juvenile,Yes,No
1994,Federal,TN,Tennessee,1994-07-04,1,0,1,1,0,Black,Non-Hispanic,1,Simple Assault,1,Residence,Anti-Black,Adult,No,No
1994,State,AR,Arkansas,1994-08-20,1,0,2,1,1,White,Non-Hispanic,3,Vandalism,3,Business,Anti-LGBTQ+,Adult/Juvenile,Yes,No
1994,Local,AK,Alaska,1994-09-15,2,0,2,1,1,Hispanic,Mexican,3,Intimidation,3,Place of Worship,Anti-Hispanic,Adult/Juvenile,Yes,No
1995,Federal,MD,Maryland,1995-01-01,1,0,1,1,0,Asian/Pacific Islander,Non-Hispanic,1,Aggravated Assault,1,Street,Anti-Asian,Adult,No,No
1995,State,HI,Hawaii,1995-02-20,0,1,1,1,0,Black,Non-Hispanic,1,Simple Assault,1,Residence,Anti-Black,Juvenile,No,No
1995,Local,ID,Idaho,1995-03-10,2,0,3,2,1,Hispanic,Mexican,4,Intimidation,4,Place of Worship,Anti-Hispanic,Adult/Juvenile,Yes,No
1995,Federal,WY,Wyoming,1995-04-01,1,0,1,1,0,Native American,Non-Hispanic,1,Vandalism,1,Business,Anti-LGBTQ+,Adult,No,No
1995,State,MT,Montana,1995-05-01,0,0,1,1,0,White,Non-Hispanic,1,Aggravated Assault,1,Street,Anti-White,Adult,Yes,No
1995,Local,ND,North Dakota,1995-06-15,2,1,2,1,1,Hispanic,Non-Hispanic,3,Simple Assault,3,Residence,Anti-Hispanic,Adult/Juvenile,Yes,No
1995,Federal,SD,South Dakota,1995-07-04,1,0,1,1,0,Black,Non-Hispanic,1,Intimidation,1,Place of Worship,Anti-Black,Adult,No,No
1995,State,NE,Nebraska,1995-08-20,1,0,2,1,1,White,Non-Hispanic,3,Vandalism,3,Business,Anti-LGBTQ+,Adult/Juvenile,Yes,No
1995,Local,KS,Kansas,1995-09-15,2,0,2,1,1,Hispanic,Mexican,3,Aggravated Assault,3,Street,Anti-Hispanic,Adult/Juvenile,Yes,No
2000,Federal,UT,Utah,2000-01-01,1,0,1,1,0,Asian/Pacific Islander,Non-Hispanic,1,Simple Assault,1,Residence,Anti-Asian,Adult,No,No
2000,State,AZ,Arizona,2000-02-20,0,1,1,1,0,Black,Non-Hispanic,1,Intimidation,1,Place of Worship,Anti-Black,Juvenile,No,No
2000,Local,CO,Colorado,2000-03-10,2,0,3,2,1,Hispanic,Mexican,4,Aggravated Assault,4,Street,Anti-Hispanic,Adult/Juvenile,Yes,No
2000,Federal,NV,Nevada,2000-04-01,1,0,1,1,0,Native American,Non-Hispanic,1,Vandalism,1,Business,Anti-LGBTQ+,Adult,No,No
2000,State,WY,Wyoming,2000-05-01,0,0,1,1,0,White,Non-Hispanic,1,Intimidation,1,Place of Worship,Anti-White,Adult,Yes,No
2000,Local,ND,North Dakota,2000-06-15,2,1,2,1,1,Hispanic,Non-Hispanic,3,Aggravated Assault,3,Street,Anti-Hispanic,Adult/Juvenile,Yes,No
2000,Federal,SD,South Dakota,2000-07-04,1,0,1,1,0,Black,Non-Hispanic,1,Simple Assault,1,Residence,Anti-Black,Adult,No,No
2000,State,NE,Nebraska,2000-08-20,1,0,2,1,1,White,Non-Hispanic,3,Vandalism,3,Business,Anti-LGBTQ+,Adult/Juvenile,Yes,No
2000,Local,KS,Kansas,2000-09-15,2,0,2,1,1,Hispanic,Mexican,3,Intimidation,3,Place of Worship,Anti-Hispanic,Adult/Juvenile,Yes,No
2001,Federal,ID,Idaho,2001-01-01,1,0,1,1,0,Asian/Pacific Islander,Non-Hispanic,1,Aggravated Assault,1,Street,Anti-Asian,Adult,No,No
2001,State,HI,Hawaii,2001-02-20,0,1,1,1,0,Black,Non-Hispanic,1,Simple Assault,1,Residence,Anti-Black,Juvenile,No,No
2001,Local,VT,Vermont,2001-03-10,2,0,3,2,1,Hispanic,Mexican,4,Intimidation,4,Place of Worship,Anti-Hispanic,Adult/Juvenile,Yes,No
2001,Federal,ME,Maine,2001-04-01,1,0,1,1,0,Native American,Non-Hispanic,1,Vandalism,1,Business,Anti-LGBTQ+,Adult,No,No
2001,State,NH,New Hampshire,2001-05-01,0,0,1,1,0,White,Non-Hispanic,1,Aggravated Assault,1,Street,Anti-White,Adult,Yes,No
2001,Local,RI,Rhode Island,2001-06-15,2,1,2,1,1,Hispanic,Non-Hispanic,3,Simple Assault,3,Residence,Anti-Hispanic,Adult/Juvenile,Yes,No
2001,Federal,VT,Vermont,2001-07-04,1,0,1,1,0,Black,Non-Hispanic,1,Intimidation,1,Place of Worship,Anti-Black,Adult,No,No
2001,State,CT,Connecticut,2001-08-20,1,0,2,1,1,White,Non-Hispanic,3,Vandalism,3,Business,Anti-LGBTQ+,Adult/Juvenile,Yes,No
2001,Local,DE,Delaware,2001-09-15,2,0,2,1,1,Hispanic,Mexican,3,Aggravated Assault,3,Street,Anti-Hispanic,Adult/Juvenile,Yes,No
2002,Federal,MD,Maryland,2002-01-01,1,0,1,1,0,Asian/Pacific Islander,Non-Hispanic,1,Simple Assault,1,Residence,Anti-Asian,Adult,No,No
2002,State,WY,Wyoming,2002-02-20,0,1,1,1,0,Black,Non-Hispanic,1,Intimidation,1,Place of Worship,Anti-Black,Juvenile,No,No
2002,Local,KY,Kentucky,2002-03-10,2,0,3,2,1,Hispanic,Mexican,4,Aggravated Assault,4,Street,Anti-Hispanic,Adult/Juvenile,Yes,No
2002,Federal,GA,Georgia,2002-04-01,1,0,1,1,0,Native American,Non-Hispanic,1,Vandalism,1,Business,Anti-LGBTQ+,Adult,No,No
2002,State,OK,Oklahoma,2002-05-01,0,0,1,1,0,White,Non-Hispanic,1,Aggravated Assault,1,Street,Anti-White,Adult,Yes,No
2002,Local,SC,South Carolina,2002-06-15,2,1,2,1,1,Hispanic,Non-Hispanic,3,Simple Assault,3,Residence,Anti-Hispanic,Adult/Juvenile,Yes,No
2002,Federal,NC,North Carolina,2002-07-04,1,0,1,1,0,Black,Non-Hispanic,1,Intimidation,1,Place of Worship,Anti-Black,Adult,No,No
2002,State,TN,Tennessee,2002-08-20,1,0,2,1,1,White,Non-Hispanic,3,Vandalism,3,Business,Anti-LGBTQ+,Adult/Juvenile,Yes,No
2002,Local,VA,Virginia,2002-09-15,2,0,2,1,1,Hispanic,Mexican,3,Aggravated Assault,3,Street,Anti-Hispanic,Adult/Juvenile,Yes,No
2003,Federal,IA,Iowa,2003-01-01,1,0,1,1,0,Asian/Pacific Islander,Non-Hispanic,1,Simple Assault,1,Residence,Anti-Asian,Adult,No,No
2003,State,KS,Kansas,2003-02-20,0,1,1,1,0,Black,Non-Hispanic,1,Intimidation,1,Place of Worship,Anti-Black,Juvenile,No,No
2003,Local,WV,West Virginia,2003-03-10,2,0,3,2,1,Hispanic,Mexican,4,Aggravated Assault,4,Street,Anti-Hispanic,Adult/Juvenile,Yes,No
2003,Federal,OH,Ohio,2003-04-01,1,0,1,1,0,Native American,Non-Hispanic,1,Vandalism,1,Business,Anti-LGBTQ+,Adult,No,No
2003,State,MO,Missouri,2003-05-01,0,0,1,1,0,White,Non-Hispanic,1,Aggravated Assault,1,Street,Anti-White,Adult,Yes,No
2003,Local,IL,Illinois,2003-06-15,2,1,2,1,1,Hispanic,Non-Hispanic,3,Simple Assault,3,Residence,Anti-Hispanic,Adult/Juvenile,Yes,No
2003,Federal,MI,Michigan,2003-07-04,1,0,1,1,0,Black,Non-Hispanic,1,Intimidation,1,Place of Worship,Anti-Black,Adult,No,No
2003,State,WI,Wisconsin,2003-08-20,1,0,2,1,1,White,Non-Hispanic,3,Vandalism,3,Business,Anti-LGBTQ+,Adult/Juvenile,Yes,No
2003,Local,MN,Minnesota,2003-09-15,2,0,2,1,1,Hispanic,Mexican,3,Aggravated Assault,3,Street,Anti-Hispanic,Adult/Juvenile,Yes,No
2004,Federal,AL,Alabama,2004-01-01,1,0,1,1,0,Asian/Pacific Islander,Non-Hispanic,1,Simple Assault,1,Residence,Anti-Asian,Adult,No,No
2004,State,GA,Georgia,2004-02-20,0,1,1,1,0,Black,Non-Hispanic,1,Intimidation,1,Place of Worship,Anti-Black,Juvenile,No,No
2004,Local,LA,Louisiana,2004-03-10,2,0,3,2,1,Hispanic,Mexican,4,Aggravated Assault,4,Street,Anti-Hispanic,Adult/Juvenile,Yes,No
2004,Federal,MS,Mississippi,2004-04-01,1,0,1,1,0,Native American,Non-Hispanic,1,Vandalism,1,Business,Anti-LGBTQ+,Adult,No,No
2004,State,AR,Arkansas,2004-05-01,0,0,1,1,0,White,Non-Hispanic,1,Aggravated Assault,1,Street,Anti-White,Adult,Yes,No
2004,Local,OK,Oklahoma,2004-06-15,2,1,2,1,1,Hispanic,Non-Hispanic,3,Simple Assault,3,Residence,Anti-Hispanic,Adult/Juvenile,Yes,No
2004,Federal,TX,Texas,2004-07-04,1,0,1,1,0,Black,Non-Hispanic,1,Intimidation,1,Place of Worship,Anti-Black,Adult,No,No
2004,State,KY,Kentucky,2004-08-20,1,0,2,1,1,White,Non-Hispanic,3,Vandalism,3,Business,Anti-LGBTQ+,Adult/Juvenile,Yes,No
2004,Local,TN,Tennessee,2004-09-15,2,0,2,1,1,Hispanic,Mexican,3,Aggravated Assault,3,Street,Anti-Hispanic,Adult/Juvenile,Yes,No
2005,Federal,UT,Utah,2005-01-01,1,0,1,1,0,Asian/Pacific Islander,Non-Hispanic,1,Simple Assault,1,Residence,Anti-Asian,Adult,No,No
2005,State,CO,Colorado,2005-02-20,0,1,1,1,0,Black,Non-Hispanic,1,Intimidation,1,Place of Worship,Anti-Black,Juvenile,No,No
2005,Local,NM,New Mexico,2005-03-10,2,0,3,2,1,Hispanic,Mexican,4,Aggravated Assault,4,Street,Anti-Hispanic,Adult/Juvenile,Yes,No
2005,Federal,NV,Nevada,2005-04-01,1,0,1,1,0,Native American,Non-Hispanic,1,Vandalism,1,Business,Anti-LGBTQ+,Adult,No,No
2005,State,WY,Wyoming,2005-05-01,0,0,1,1,0,White,Non-Hispanic,1,Aggravated Assault,1,Street,Anti-White,Adult,Yes,No
2005,Local,ND,North Dakota,2005-06-15,2,1,2,1,1,Hispanic,Non-Hispanic,3,Simple Assault,3,Residence,Anti-Hispanic,Adult/Juvenile,Yes,No
2005,Federal,SD,South Dakota,2005-07-04,1,0,1,1,0,Black,Non-Hispanic,1,Intimidation,1,Place of Worship,Anti-Black,Adult,No,No
2005,State,NE,Nebraska,2005-08-20,1,0,2,1,1,White,Non-Hispanic,3,Vandalism,3,Business,Anti-LGBTQ+,Adult/Juvenile,Yes,No
2005,Local,KS,Kansas,2005-09-15,2,0,2,1,1,Hispanic,Mexican,3,Aggravated Assault,3,Street,Anti-Hispanic,Adult/Juvenile,Yes,No
1995,State,NY,New York,1995-01-01,1,0,1,1,0,White,Not Hispanic or Latino,1,Vandalism,1,New York City,Anti-Jewish,Adults Only,false,false
1992,Local,CA,California,1992-06-15,0,1,1,1,0,Black,Not Hispanic or Latino,1,Simple Assault,1,"Los Angeles, CA",Anti-Black,Minors Only,true,false
1991,Federal,US,United States,1991-09-20,1,0,2,1,1,White,Not Hispanic or Latino,2,Intimidation,2,"Washington, D.C.",Anti-Government,Adults Only,false,true
1993,Local,TX,Texas,1993-05-25,0,1,1,1,0,Asian,Not Hispanic or Latino,1,Vandalism,1,"Houston, TX",Anti-Asian,Minors Only,false,false
1994,State,FL,Florida,1994-03-10,1,0,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,"Miami, FL",Anti-White,Adults Only,true,false
1992,Federal,US,United States,1992-11-22,0,1,1,0,1,Black,Not Hispanic or Latino,1,Intimidation,1,New York City,Anti-Government,Minors Only,true,false
1996,Local,GA,Georgia,1996-08-12,0,1,1,1,0,White,Not Hispanic or Latino,1,Vandalism,1,"Atlanta, GA",Anti-Christian,Minors Only,false,false
1993,State,OH,Ohio,1993-10-15,1,0,2,1,1,White,Not Hispanic or Latino,2,Simple Assault,2,"Columbus, OH",Anti-Homosexual,Adults Only,true,false
1995,Local,NC,North Carolina,1995-12-01,0,1,1,1,0,Black,Not Hispanic or Latino,1,Vandalism,1,"Charlotte, NC",Anti-Black,Minors Only,false,false
1994,Federal,US,United States,1994-02-20,0,1,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,"Washington, D.C.",Anti-Government,Adults Only,false,false
1997,Local,IL,Illinois,1997-05-01,0,1,1,1,0,Asian,Not Hispanic or Latino,1,Vandalism,1,"Chicago, IL",Anti-Asian,Minors Only,false,false
1992,State,MI,Michigan,1992-07-05,1,0,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,"Detroit, MI",Anti-White,Adults Only,false,false
1994,Local,WA,Washington,1994-09-15,0,1,1,1,0,Black,Not Hispanic or Latino,1,Vandalism,1,"Seattle, WA",Anti-Black,Minors Only,false,false
1996,Federal,US,United States,1996-02-10,1,0,2,1,1,White,Not Hispanic or Latino,2,Simple Assault,2,New York City,Anti-Government,Adults Only,true,false
1995,State,PA,Pennsylvania,1995-09-20,0,1,1,1,0,Asian,Not Hispanic or Latino,1,Vandalism,1,"Philadelphia, PA",Anti-Asian,Minors Only,false,false
1993,Local,SC,South Carolina,1993-08-25,1,0,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,"Columbia, SC",Anti-White,Adults Only,false,false
1992,Federal,US,United States,1992-04-15,0,1,1,1,0,White,Not Hispanic or Latino,1,Vandalism,1,"Washington, D.C.",Anti-Government,Adults Only,false,false
1996,Local,CO,Colorado,1996-11-20,0,1,1,1,0,Black,Not Hispanic or Latino,1,Vandalism,1,"Denver, CO",Anti-Black,Minors Only,false,false
1997,State,AZ,Arizona,1997-03-15,1,0,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,"Phoenix, AZ",Anti-White,Adults Only,false,false
1994,Local,KY,Kentucky,1994-01-10,0,1,1,1,0,Asian,Not Hispanic or Latino,1,Vandalism,1,"Louisville, KY",Anti-Asian,Minors Only,false,false
1992,Federal,US,United States,1992-09-22,0,1,1,0,1,White,Not Hispanic or Latino,1,Simple Assault,1,New York City,Anti-Government,Minors Only,true,false
1993,State,GA,Georgia,1993-02-20,1,0,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,"Atlanta, GA",Anti-Christian,Adults Only,false,false
1995,Local,NJ,New Jersey,1995-06-15,0,1,1,1,0,Black,Not Hispanic or Latino,1,Vandalism,1,"Newark, NJ",Anti-Black,Minors Only,false,false
1992,Federal,US,United States,1992-10-01,0,1,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,"Washington, D.C.",Anti-Government,Adults Only,false,false
1997,Local,TN,Tennessee,1997-01-20,0,1,1,1,0,Asian,Not Hispanic or Latino,1,Vandalism,1,"Nashville, TN",Anti-Asian,Minors Only,false,false
1994,State,NC,North Carolina,1994-05-25,1,0,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,"Charlotte, NC",Anti-Christian,Adults Only,false,false
