data_year,agency_type_name,state_abbr,state_name,incident_date,adult_victim_count,juvenile_victim_count,total_offender_count,adult_offender_count,juvenile_offender_count,offender_race,offender_ethnicity,victim_count,offense_name,total_individual_victims,location_name,bias_desc,victim_types,multiple_offense,multiple_bias
2003,Federal,USA,,2003-02-10,0,1,1,1,0,White,Unknown,1,Anti-Homosexual,1,Residence,Anti-Homosexual,Juvenile,False,False
2004,State,,,2004-11-25,1,0,2,2,0,Black,Unknown,1,Anti-Multiple,1,Residence,Anti-Multiple,Adult,False,False
2005,Local,,,2005-06-01,0,1,1,1,0,Asian,Hispanic,1,Anti-Rape,1,Residence,Anti-Rape,Juvenile,False,False
2006,Federal,USA,,2006-03-15,1,0,1,1,0,White,Unknown,1,Anti-Jewish,1,Residence,Anti-Jewish,Adult,False,False
2007,State,,,2007-08-10,0,1,2,2,0,Asian,Hispanic,1,Anti-Multiple,1,Residence,Anti-Multiple,Juvenile,False,False
2008,Local,,,2008-09-25,1,0,1,1,0,Black,Unknown,1,Anti-Asian,1,Residence,Anti-Asian,Adult,False,False
2009,Federal,USA,,2009-02-01,0,1,1,1,0,White,Unknown,1,Anti-Homosexual,1,Residence,Anti-Homosexual,Juvenile,False,False
2010,State,,,2010-11-15,1,0,2,2,0,Black,Unknown,1,Anti-Multiple,1,Residence,Anti-Multiple,Adult,False,False
2011,Local,,,2011-06-10,0,1,1,1,0,Asian,Hispanic,1,Anti-Rape,1,Residence,Anti-Rape,Juvenile,False,False
2012,Federal,USA,,2012-03-25,1,0,1,1,0,White,Unknown,1,Anti-Jewish,1,Residence,Anti-Jewish,Adult,False,False
2013,State,,,2013-08-01,0,1,2,2,0,Asian,Hispanic,1,Anti-Multiple,1,Residence,Anti-Multiple,Juvenile,False,False
2014,Local,,,2014-09-15,1,0,1,1,0,Black,Unknown,1,Anti-Asian,1,Residence,Anti-Asian,Adult,False,False
Year,Agency Type,State,State Name,Incident Date,Adult Victims,Juvenile Victims,Total Offenders,Adult Offenders,Juvenile Offenders,Offender Race,Offender Ethnicity,Total Victims,Offense Type,Total Individual Victims,Location,Bias,Victim Type,Multiple Offense,Multiple Bias
1991,Local,AL,Alabama,1991-01-01,1,0,1,1,0,White,Not Hispanic or Latino,1,Anti-Black or African American,1,Park or Playground,Race/Ethnicity,Adults,False,0
1991,Federal,AK,Alaska,1991-02-01,0,1,1,0,1,Asian,Not Hispanic or Latino,1,Anti-White,1,Street,Disability,Juveniles,True,0
1991,State,AZ,Arizona,1991-03-01,1,0,1,1,0,Hispanic or Latino,Not Hispanic or Latino,1,Anti-Jewish,1,Commercial Building,Religion,Adults,False,0
1991,Local,AR,Arkansas,1991-04-01,0,1,1,0,1,White,Not Hispanic or Latino,1,Anti-Hispanic or Latino,1,School,Sexual Orientation,Juveniles,True,0
1991,Federal,CA,California,1991-05-01,1,0,1,1,0,Asian,Not Hispanic or Latino,1,"Anti-Gay, Lesbian, or Bisexual",1,Residence,Sexual Orientation,Adults,False,0
1991,State,CO,Colorado,1991-06-01,0,1,1,0,1,White,Not Hispanic or Latino,1,Anti-Black or African American,1,Park or Playground,Race/Ethnicity,Juveniles,True,0
1991,Local,CT,Connecticut,1991-07-01,1,0,1,1,0,Hispanic or Latino,Not Hispanic or Latino,1,Anti-Jewish,1,Commercial Building,Religion,Adults,False,0
1991,Federal,DE,Delaware,1991-08-01,0,1,1,0,1,Asian,Not Hispanic or Latino,1,Anti-White,1,Street,Disability,Juveniles,True,0
1991,State,FL,Florida,1991-09-01,1,0,1,1,0,White,Not Hispanic or Latino,1,Anti-Hispanic or Latino,1,School,Sexual Orientation,Adults,False,0
1991,Local,GA,Georgia,1991-10-01,0,1,1,0,1,White,Not Hispanic or Latino,1,"Anti-Gay, Lesbian, or Bisexual",1,Residence,Sexual Orientation,Juveniles,True,0
1991,Federal,HI,Hawaii,1991-11-01,1,0,1,1,0,Asian,Not Hispanic or Latino,1,Anti-Jewish,1,Commercial Building,Religion,Adults,False,0
1991,State,ID,Idaho,1991-12-01,0,1,1,0,1,White,Not Hispanic or Latino,1,Anti-Black or African American,1,Park or Playground,Race/Ethnicity,Juveniles,True,0
1992,Local,IL,Illinois,1992-01-01,1,0,1,1,0,Hispanic or Latino,Not Hispanic or Latino,1,Anti-White,1,Street,Disability,Adults,False,0
1992,Federal,IN,Indiana,1992-02-01,0,1,1,0,1,Asian,Not Hispanic or Latino,1,Anti-Hispanic or Latino,1,School,Sexual Orientation,Juveniles,True,0
1992,State,IA,Iowa,1992-03-01,1,0,1,1,0,White,Not Hispanic or Latino,1,"Anti-Gay, Lesbian, or Bisexual",1,Residence,Sexual Orientation,Adults,False,0
1992,Local,KS,Kansas,1992-04-01,0,1,1,0,1,White,Not Hispanic or Latino,1,Anti-Jewish,1,Commercial Building,Religion,Juveniles,True,0
1992,Federal,KY,Kentucky,1992-05-01,1,0,1,1,0,Asian,Not Hispanic or Latino,1,Anti-Black or African American,1,Park or Playground,Race/Ethnicity,Adults,False,0
1992,State,LA,Louisiana,1992-06-01,0,1,1,0,1,White,Not Hispanic or Latino,1,Anti-Hispanic or Latino,1,School,Sexual Orientation,Juveniles,True,0
1992,Local,ME,Maine,1992-07-01,1,0,1,1,0,White,Not Hispanic or Latino,1,"Anti-Gay, Lesbian, or Bisexual",1,Residence,Sexual Orientation,Adults,False,0
1992,Federal,MD,Maryland,1992-08-01,0,1,1,0,1,Asian,Not Hispanic or Latino,1,Anti-White,1,Street,Disability,Juveniles,True,0
1992,State,MA,Massachusetts,1992-09-01,1,0,1,1,0,Hispanic or Latino,Not Hispanic or Latino,1,Anti-Jewish,1,Commercial Building,Religion,Adults,False,0
1992,Local,MI,Michigan,1992-10-01,0,1,1,0,1,White,Not Hispanic or Latino,1,Anti-Black or African American,1,Park or Playground,Race/Ethnicity,Juveniles,True,0
1992,Federal,MN,Minnesota,1992-11-01,1,0,1,1,0,Asian,Not Hispanic or Latino,1,Anti-Hispanic or Latino,1,School,Sexual Orientation,Adults,False,0
1992,State,MS,Mississippi,1992-12-01,0,1,1,0,1,White,Not Hispanic or Latino,1,"Anti-Gay, Lesbian, or Bisexual",1,Residence,Sexual Orientation,Juveniles,True,0
1993,Local,MO,Missouri,1993-01-01,1,0,1,1,0,White,Not Hispanic or Latino,1,Anti-Jewish,1,Commercial Building,Religion,Adults,False,0
1993,Federal,MT,Montana,1993-02-01,0,1,1,0,1,Asian,Not Hispanic or Latino,1,Anti-White,1,Street,Disability,Juveniles,True,0
1993,State,NE,Nebraska,1993-03-01,1,0,1,1,0,Hispanic or Latino,Not Hispanic or Latino,1,Anti-Black or African American,1,Park or Playground,Race/Ethnicity,Adults,False,0
1993,Local,NV,Nevada,1993-04-01,0,1,1,0,1,White,Not Hispanic or Latino,1,Anti-Hispanic or Latino,1,School,Sexual Orientation,Juveniles,True,0
1993,Federal,NH,New Hampshire,1993-05-01,1,0,1,1,0,Asian,Not Hispanic or Latino,1,"Anti-Gay, Lesbian, or Bisexual",1,Residence,Sexual Orientation,Adults,False,0
1993,State,NJ,New Jersey,1993-06-01,0,1,1,0,1,White,Not Hispanic or Latino,1,Anti-Jewish,1,Commercial Building,Religion,Juveniles,True,0
1993,Local,NM,New Mexico,1993-07-01,1,0,1,1,0,White,Not Hispanic or Latino,1,Anti-White,1,Street,Disability,Adults,False,0
1993,Federal,NY,New York,1993-08-01,0,1,1,0,1,Asian,Not Hispanic or Latino,1,Anti-Black or African American,1,Park or Playground,Race/Ethnicity,Juveniles,True,0
1993,State,NC,North Carolina,1993-09-01,1,0,1,1,0,Hispanic or Latino,Not Hispanic or Latino,1,Anti-Hispanic or Latino,1,School,Sexual Orientation,Adults,False,0
1993,Local,ND,North Dakota,1993-10-01,0,1,1,0,1,White,Not Hispanic or Latino,1,"Anti-Gay, Lesbian, or Bisexual",1,Residence,Sexual Orientation,Juveniles,True,0
1993,Federal,OH,Ohio,1993-11-01,1,0,1,1,0,Asian,Not Hispanic or Latino,1,Anti-Jewish,1,Commercial Building,Religion,Adults,False,0
1993,State,OK,Oklahoma,1993-12-01,0,1,1,0,1,White,Not Hispanic or Latino,1,Anti-Black or African American,1,Park or Playground,Race/Ethnicity,Juveniles,True,0
1994,Local,OR,Oregon,1994-01-01,1,0,1,1,0,Hispanic or Latino,Not Hispanic or Latino,1,Anti-White,1,Street,Disability,Adults,False,0
1994,Federal,PA,Pennsylvania,1994-02-01,0,1,1,0,1,Asian,Not Hispanic or Latino,1,Anti-Hispanic or Latino,1,School,Sexual Orientation,Juveniles,True,0
1994,State,RI,Rhode Island,1994-03-01,1,0,1,1,0,White,Not Hispanic or Latino,1,"Anti-Gay, Lesbian, or Bisexual",1,Residence,Sexual Orientation,Adults,False,0
1994,Local,SC,South Carolina,1994-04-01,0,1,1,0,1,White,Not Hispanic or Latino,1,Anti-Jewish,1,Commercial Building,Religion,Juveniles,True,0
1994,Federal,SD,South Dakota,1994-05-01,1,0,1,1,0,Asian,Not Hispanic or Latino,1,Anti-White,1,Street,Disability,Adults,False,0
1994,State,TN,Tennessee,1994-06-01,0,1,1,0,1,White,Not Hispanic or Latino,1,Anti-Black or African American,1,Park or Playground,Race/Ethnicity,Juveniles,True,0
1994,Local,TX,Texas,1994-07-01,1,0,1,1,0,Hispanic or Latino,Not Hispanic or Latino,1,Anti-Hispanic or Latino,1,School,Sexual Orientation,Adults,False,0
1994,Federal,UT,Utah,1994-08-01,0,1,1,0,1,White,Not Hispanic or Latino,1,"Anti-Gay, Lesbian, or Bisexual",1,Residence,Sexual Orientation,Juveniles,True,0
1994,State,VT,Vermont,1994-09-01,1,0,1,1,0,Asian,Not Hispanic or Latino,1,Anti-Jewish,1,Commercial Building,Religion,Adults,False,0
1994,Local,VA,Virginia,1994-10-01,0,1,1,0,1,White,Not Hispanic or Latino,1,Anti-White,1,Street,Disability,Juveniles,True,0
1994,Federal,WA,Washington,1994-11-01,1,0,1,1,0,Hispanic or Latino,Not Hispanic or Latino,1,Anti-Black or African American,1,Park or Playground,Race/Ethnicity,Adults,False,0
1994,State,WV,West Virginia,1994-12-01,0,1,1,0,1,White,Not Hispanic or Latino,1,Anti-Hispanic or Latino,1,School,Sexual Orientation,Juveniles,True,0
1995,Local,WI,Wisconsin,1995-01-01,1,0,1,1,0,Asian,Not Hispanic or Latino,1,"Anti-Gay, Lesbian, or Bisexual",1,Residence,Sexual Orientation,Adults,False,0
1995,Federal,WY,Wyoming,1995-02-01,0,1,1,0,1,White,Not Hispanic or Latino,1,Anti-Jewish,1,Commercial Building,Religion,Juveniles,True,0
2001,Local,AL,Alabama,2001-03-01,1,0,1,1,0,White,Not Hispanic or Latino,1,Anti-Hispanic or Latino,1,School,Sexual Orientation,Adults,False,0
2001,Federal,AK,Alaska,2001-04-01,0,1,1,0,1,Asian,Not Hispanic or Latino,1,Anti-White,1,Street,Disability,Juveniles,True,0
2001,State,AZ,Arizona,2001-05-01,1,0,1,1,0,Hispanic or Latino,Not Hispanic or Latino,1,Anti-Jewish,1,Commercial Building,Religion,Adults,False,0
2001,Local,AR,Arkansas,2001-06-01,0,1,1,0,1,White,Not Hispanic or Latino,1,"Anti-Gay, Lesbian, or Bisexual",1,Residence,Sexual Orientation,Juveniles,True,0
2001,Federal,CA,California,2001-07-01,1,0,1,1,0,Asian,Not Hispanic or Latino,1,Anti-Black or African American,1,Park or Playground,Race/Ethnicity,Adults,False,0
2001,State,CO,Colorado,2001-08-01,0,1,1,0,1,White,Not Hispanic or Latino,1,Anti-Hispanic or Latino,1,School,Sexual Orientation,Juveniles,True,0
2001,Local,CT,Connecticut,2001-09-01,1,0,1,1,0,Hispanic or Latino,Not Hispanic or Latino,1,Anti-Jewish,1,Commercial Building,Religion,Adults,False,0
2001,Federal,DE,Delaware,2001-10-01,0,1,1,0,1,Asian,Not Hispanic or Latino,1,Anti-White,1,Street,Disability,Juveniles,True,0
2001,State,FL,Florida,2001-11-01,1,0,1,1,0,White,Not Hispanic or Latino,1,"Anti-Gay, Lesbian, or Bisexual",1,Residence,Sexual Orientation,Adults,False,0
2001,Local,GA,Georgia,2001-12-01,0,1,1,0,1,White,Not Hispanic or Latino,1,Anti-Jewish,1,Commercial Building,Religion,Juveniles,True,0
Data Year,Agency Type Name,State Abbr,State Name,Incident Date,Adult Victim Count,Juvenile Victim Count,Total Offender Count,Adult Offender Count,Juvenile Offender Count,Offender Race,Offender Ethnicity,Victim Count,Offense Name,Total Individual Victims,Location Name,Bias Desc,Victim Types,Multiple Offense,Multiple Bias
1991,Federal Agency,NY,New York,1991-05-15 00:00:00,1,0,1,1,0,White,Asian/Pacific Islander,1,Simple Assault,1,Public Space,Anti-Asian,Adult,No,No
1991,State Agency,AZ,Arizona,1991-07-22 00:00:00,0,1,1,0,1,Black/African American,Hispanic,1,Vandalism,1,Residential Area,Anti-Hispanic,Juvenile,No,No
1991,Local Agency,CA,California,1991-02-18 00:00:00,1,0,2,1,1,Asian/Pacific Islander,White,2,Intimidation,2,Public Transportation,Anti-White,Adult,Yes,Yes
1991,State Agency,TN,Tennessee,1991-11-25 00:00:00,1,0,1,1,0,American Indian/Alaska Native,Hispanic,1,Simple Assault,1,College/University,Anti-Hispanic,Adult,No,No
1991,Local Agency,FL,Florida,1991-09-02 00:00:00,0,1,1,0,1,White,Black/African American,1,Vandalism,1,Residential Area,Anti-Hispanic,Juvenile,No,No
1991,Federal Agency,IL,Illinois,1991-01-15 00:00:00,2,0,2,2,0,Asian/Pacific Islander,White,2,Aggravated Assault,2,Public Space,Anti-Race/Ethnicity,Adult,No,No
1992,State Agency,GA,Georgia,1992-04-20 00:00:00,1,0,1,1,0,Black/African American,Hispanic,1,Simple Assault,1,Public Transportation,Anti-Hispanic,Adult,No,No
1992,Local Agency,MA,Massachusetts,1992-10-15 00:00:00,0,1,1,0,1,Asian/Pacific Islander,White,1,Vandalism,1,Residential Area,Anti-Hispanic,Juvenile,No,No
1992,Federal Agency,TX,Texas,1992-08-22 00:00:00,1,0,2,1,1,White,Black/African American,2,Intimidation,2,Public Space,Anti-Race/Ethnicity,Adult,Yes,Yes
1992,Local Agency,OH,Ohio,1992-01-18 00:00:00,1,0,1,1,0,American Indian/Alaska Native,Asian/Pacific Islander,1,Simple Assault,1,Public Space,Anti-Hispanic,Adult,No,No
1992,State Agency,NC,North Carolina,1992-06-25 00:00:00,0,1,1,0,1,Black/African American,Hispanic,1,Vandalism,1,Residential Area,Anti-Hispanic,Juvenile,No,No
1993,Federal Agency,MI,Michigan,1993-03-15 00:00:00,2,0,3,2,1,White,Asian/Pacific Islander,3,Aggravated Assault,3,Public Transportation,Anti-Race/Ethnicity,Adult,No,No
1993,Local Agency,NJ,New Jersey,1993-11-02 00:00:00,1,0,1,1,0,Asian/Pacific Islander,Hispanic,1,Simple Assault,1,Public Space,Anti-Hispanic,Adult,No,No
1993,State Agency,SC,South Carolina,1993-09-20 00:00:00,0,1,1,0,1,Black/African American,White,1,Vandalism,1,Residential Area,Anti-Hispanic,Juvenile,No,No
1993,Local Agency,WI,Wisconsin,1993-02-18 00:00:00,1,0,1,1,0,American Indian/Alaska Native,Asian/Pacific Islander,1,Simple Assault,1,Public Transportation,Anti-Race/Ethnicity,Adult,No,No
1993,Federal Agency,CO,Colorado,1993-07-22 00:00:00,2,0,2,2,0,White,Black/African American,2,Intimidation,2,Public Space,Anti-Race/Ethnicity,Adult,No,No
1994,Local Agency,PA,Pennsylvania,1994-01-15 00:00:00,0,1,1,0,1,Asian/Pacific Islander,White,1,Vandalism,1,Residential Area,Anti-Hispanic,Juvenile,No,No
1994,State Agency,IN,Indiana,1994-04-20 00:00:00,1,0,1,1,0,American Indian/Alaska Native,Hispanic,1,Simple Assault,1,Public Transportation,Anti-Hispanic,Adult,No,No
1994,Local Agency,VA,Virginia,1994-10-15 00:00:00,1,0,1,1,0,White,Asian/Pacific Islander,1,Simple Assault,1,Public Space,Anti-Hispanic,Adult,No,No
1994,Federal Agency,UT,Utah,1994-08-22 00:00:00,2,0,2,2,0,Asian/Pacific Islander,Black/African American,2,Intimidation,2,Public Space,Anti-Race/Ethnicity,Adult,No,No
1995,Local Agency,MO,Missouri,1995-03-15 00:00:00,1,0,1,1,0,American Indian/Alaska Native,White,1,Simple Assault,1,Public Space,Anti-Hispanic,Adult,No,No
1995,State Agency,KY,Kentucky,1995-11-02 00:00:00,0,1,1,0,1,Black/African American,Hispanic,1,Vandalism,1,Residential Area,Anti-Hispanic,Juvenile,No,No
1995,Local Agency,AR,Arkansas,1995-09-20 00:00:00,1,0,1,1,0,Asian/Pacific Islander,Asian/Pacific Islander,1,Simple Assault,1,Public Transportation,Anti-Race/Ethnicity,Adult,No,No
1995,Federal Agency,OR,Oregon,1995-07-22 00:00:00,2,0,2,2,0,White,Black/African American,2,Intimidation,2,Public Space,Anti-Race/Ethnicity,Adult,No,No
1996,State Agency,MS,Mississippi,1996-01-15 00:00:00,1,0,1,1,0,Black/African American,Hispanic,1,Simple Assault,1,Public Transportation,Anti-Hispanic,Adult,No,No
1996,Local Agency,TN,Tennessee,1996-04-20 00:00:00,0,1,1,0,1,Asian/Pacific Islander,White,1,Vandalism,1,Residential Area,Anti-Hispanic,Juvenile,No,No
1996,Federal Agency,IA,Iowa,1996-10-15 00:00:00,2,0,2,2,0,American Indian/Alaska Native,Asian/Pacific Islander,2,Intimidation,2,Public Space,Anti-Race/Ethnicity,Adult,No,No
1996,Local Agency,GA,Georgia,1996-08-22 00:00:00,1,0,1,1,0,White,Black/African American,1,Simple Assault,1,Public Transportation,Anti-Hispanic,Adult,No,No
1997,State Agency,LA,Louisiana,1997-03-15 00:00:00,0,1,1,0,1,Black/African American,Hispanic,1,Vandalism,1,Residential Area,Anti-Hispanic,Juvenile,No,No
1997,Local Agency,CT,Connecticut,1997-11-02 00:00:00,1,0,1,1,0,Asian/Pacific Islander,Asian/Pacific Islander,1,Simple Assault,1,Public Space,Anti-Race/Ethnicity,Adult,No,No
1997,Federal Agency,NV,Nevada,1997-09-20 00:00:00,2,0,2,2,0,White,Black/African American,2,Intimidation,2,Public Space,Anti-Race/Ethnicity,Adult,No,No
1997,Local Agency,ID,Idaho,1997-07-22 00:00:00,1,0,1,1,0,American Indian/Alaska Native,Asian/Pacific Islander,1,Simple Assault,1,Public Transportation,Anti-Hispanic,Adult,No,No
1998,State Agency,VT,Vermont,1998-01-15 00:00:00,0,1,1,0,1,Asian/Pacific Islander,White,1,Vandalism,1,Residential Area,Anti-Hispanic,Juvenile,No,No
1998,Local Agency,ND,North Dakota,1998-04-20 00:00:00,1,0,1,1,0,American Indian/Alaska Native,Hispanic,1,Simple Assault,1,Public Transportation,Anti-Hispanic,Adult,No,No
1998,Federal Agency,SD,South Dakota,1998-10-15 00:00:00,2,0,2,2,0,White,Black/African American,2,Intimidation,2,Public Space,Anti-Race/Ethnicity,Adult,No,No
1998,Local Agency,WY,Wyoming,1998-08-22 00:00:00,1,0,1,1,0,Asian/Pacific Islander,Asian/Pacific Islander,1,Simple Assault,1,Public Transportation,Anti-Race/Ethnicity,Adult,No,No
1999,State Agency,DE,Delaware,1999-03-15 00:00:00,0,1,1,0,1,Black/African American,Hispanic,1,Vandalism,1,Residential Area,Anti-Hispanic,Juvenile,No,No
1999,Local Agency,NE,Nebraska,1999-11-02 00:00:00,1,0,1,1,0,American Indian/Alaska Native,Asian/Pacific Islander,1,Simple Assault,1,Public Space,Anti-Hispanic,Adult,No,No
1999,Federal Agency,MT,Montana,1999-09-20 00:00:00,2,0,2,2,0,White,Black/African American,2,Intimidation,2,Public Space,Anti-Race/Ethnicity,Adult,No,No
1999,Local Agency,RI,Rhode Island,1999-07-22 00:00:00,1,0,1,1,0,Asian/Pacific Islander,Asian/Pacific Islander,1,Simple Assault,1,Public Transportation,Anti-Race/Ethnicity,Adult,No,No
2000,State Agency,HI,Hawaii,2000-01-15 00:00:00,0,1,1,0,1,Asian/Pacific Islander,White,1,Vandalism,1,Residential Area,Anti-Hispanic,Juvenile,No,No
2000,Local Agency,KS,Kansas,2000-04-20 00:00:00,1,0,1,1,0,American Indian/Alaska Native,Hispanic,1,Simple Assault,1,Public Transportation,Anti-Hispanic,Adult,No,No
2000,Federal Agency,WV,West Virginia,2000-10-15 00:00:00,2,0,2,2,0,White,Black/African American,2,Intimidation,2,Public Space,Anti-Race/Ethnicity,Adult,No,No
2000,Local Agency,ME,Maine,2000-08-22 00:00:00,1,0,1,1,0,Asian/Pacific Islander,Asian/Pacific Islander,1,Simple Assault,1,Public Transportation,Anti-Race/Ethnicity,Adult,No,No
1991,Law Enforcement Agency,AL,Alabama,1991-01-31,0,1,1,1,0,White,White,2,Anti-Semitic,Adults Only,Antisemitic,Residence Hall,Hate by Reason of Religious Belief,Single Offense,Single Bias
1991,Law Enforcement Agency,AK,Alaska,1991-06-01,1,0,2,1,1,Asian,Asian,3,Anti-Asian,Adults Only,Public Park,Hate by Reason of Race,Single Offense,Single Bias,
1991,Law Enforcement Agency,AZ,Arizona,1991-08-01,0,1,1,1,0,Black,Black,2,Racism,Adults Only,Residence Hall,Hate by Reason of Race,Single Offense,Single Bias,
1991,Law Enforcement Agency,AR,Arkansas,1991-03-01,1,0,3,2,1,White,White,3,Anti-Gay,Adults Only,Public Building,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
1991,Law Enforcement Agency,CA,California,1991-09-01,0,1,1,1,0,Jewish,Jewish,2,Anti-Semitic,Adults Only,Public Park,Hate by Reason of Religious Belief,Single Offense,Single Bias,
1991,Law Enforcement Agency,CO,Colorado,1991-05-01,1,0,2,1,1,White,White,3,Racism,Adults Only,Residence Hall,Hate by Reason of Race,Single Offense,Single Bias,
1991,Law Enforcement Agency,CT,Connecticut,1991-02-01,0,1,1,1,0,Black,Black,2,Racism,Adults Only,Public Building,Hate by Reason of Race,Single Offense,Single Bias,
1991,Law Enforcement Agency,DE,Delaware,1991-07-01,1,0,3,2,1,White,White,3,Anti-Lesbian,Adults Only,Public Park,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
1991,Law Enforcement Agency,FL,Florida,1991-10-01,0,1,1,1,0,Asian,Asian,2,Anti-Asian,Adults Only,Residence Hall,Hate by Reason of Race,Single Offense,Single Bias,
1991,Law Enforcement Agency,GA,Georgia,1991-04-01,1,0,2,1,1,White,White,3,Racism,Adults Only,Public Building,Hate by Reason of Race,Single Offense,Single Bias,
1991,Law Enforcement Agency,HI,Hawaii,1991-11-01,0,1,1,1,0,Jewish,Jewish,2,Anti-Semitic,Adults Only,Public Park,Hate by Reason of Religious Belief,Single Offense,Single Bias,
1991,Law Enforcement Agency,ID,Idaho,1991-12-01,1,0,3,2,1,White,White,3,Anti-Gay,Adults Only,Public Building,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
1992,Law Enforcement Agency,IL,Illinois,1992-01-01,0,1,1,1,0,Black,Black,2,Racism,Adults Only,Residence Hall,Hate by Reason of Race,Single Offense,Single Bias,
1992,Law Enforcement Agency,IN,Indiana,1992-02-01,1,0,2,1,1,White,White,3,Anti-Lesbian,Adults Only,Public Park,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
1992,Law Enforcement Agency,IA,Iowa,1992-03-01,0,1,1,1,0,Asian,Asian,2,Anti-Asian,Adults Only,Public Building,Hate by Reason of Race,Single Offense,Single Bias,
1992,Law Enforcement Agency,KS,Kansas,1992-04-01,1,0,3,2,1,White,White,3,Anti-Gay,Adults Only,Residence Hall,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
1992,Law Enforcement Agency,KY,Kentucky,1992-05-01,0,1,1,1,0,Jewish,Jewish,2,Anti-Semitic,Adults Only,Public Building,Hate by Reason of Religious Belief,Single Offense,Single Bias,
1992,Law Enforcement Agency,LA,Louisiana,1992-06-01,1,0,2,1,1,Black,Black,3,Racism,Adults Only,Public Park,Hate by Reason of Race,Single Offense,Single Bias,
1992,Law Enforcement Agency,ME,Maine,1992-07-01,0,1,1,1,0,White,White,2,Anti-Lesbian,Adults Only,Residence Hall,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
1992,Law Enforcement Agency,MD,Maryland,1992-08-01,1,0,3,2,1,White,White,3,Anti-Gay,Adults Only,Public Building,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
1992,Law Enforcement Agency,MA,Massachusetts,1992-09-01,0,1,1,1,0,Asian,Asian,2,Anti-Asian,Adults Only,Public Park,Hate by Reason of Race,Single Offense,Single Bias,
1992,Law Enforcement Agency,MI,Michigan,1992-10-01,1,0,2,1,1,White,White,3,Racism,Adults Only,Residence Hall,Hate by Reason of Race,Single Offense,Single Bias,
1992,Law Enforcement Agency,MN,Minnesota,1992-11-01,0,1,1,1,0,Jewish,Jewish,2,Anti-Semitic,Adults Only,Public Building,Hate by Reason of Religious Belief,Single Offense,Single Bias,
1992,Law Enforcement Agency,MS,Mississippi,1992-12-01,1,0,3,2,1,White,White,3,Anti-Lesbian,Adults Only,Public Park,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
1993,Law Enforcement Agency,MO,Missouri,1993-01-01,0,1,1,1,0,Asian,Asian,2,Anti-Asian,Adults Only,Residence Hall,Hate by Reason of Race,Single Offense,Single Bias,
1993,Law Enforcement Agency,MT,Montana,1993-02-01,1,0,2,1,1,White,White,3,Racism,Adults Only,Public Building,Hate by Reason of Race,Single Offense,Single Bias,
1993,Law Enforcement Agency,NE,Nebraska,1993-03-01,0,1,1,1,0,Black,Black,2,Racism,Adults Only,Public Park,Hate by Reason of Race,Single Offense,Single Bias,
1993,Law Enforcement Agency,NV,Nevada,1993-04-01,1,0,3,2,1,White,White,3,Anti-Gay,Adults Only,Residence Hall,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
1993,Law Enforcement Agency,NH,New Hampshire,1993-05-01,0,1,1,1,0,Jewish,Jewish,2,Anti-Semitic,Adults Only,Public Building,Hate by Reason of Religious Belief,Single Offense,Single Bias,
1993,Law Enforcement Agency,NJ,New Jersey,1993-06-01,1,0,2,1,1,White,White,3,Anti-Lesbian,Adults Only,Public Park,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
1993,Law Enforcement Agency,NM,New Mexico,1993-07-01,0,1,1,1,0,Asian,Asian,2,Anti-Asian,Adults Only,Residence Hall,Hate by Reason of Race,Single Offense,Single Bias,
1993,Law Enforcement Agency,NY,New York,1993-08-01,1,0,3,2,1,White,White,3,Racism,Adults Only,Public Building,Hate by Reason of Race,Single Offense,Single Bias,
1993,Law Enforcement Agency,NC,North Carolina,1993-09-01,0,1,1,1,0,Black,Black,2,Racism,Adults Only,Public Park,Hate by Reason of Race,Single Offense,Single Bias,
1993,Law Enforcement Agency,ND,North Dakota,1993-10-01,1,0,2,1,1,White,White,3,Anti-Lesbian,Adults Only,Residence Hall,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
1993,Law Enforcement Agency,OH,Ohio,1993-11-01,0,1,1,1,0,Jewish,Jewish,2,Anti-Semitic,Adults Only,Public Building,Hate by Reason of Religious Belief,Single Offense,Single Bias,
1993,Law Enforcement Agency,OK,Oklahoma,1993-12-01,1,0,3,2,1,White,White,3,Anti-Gay,Adults Only,Public Park,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
1994,Law Enforcement Agency,OR,Oregon,1994-01-01,0,1,1,1,0,Asian,Asian,2,Anti-Asian,Adults Only,Residence Hall,Hate by Reason of Race,Single Offense,Single Bias,
1994,Law Enforcement Agency,PA,Pennsylvania,1994-02-01,1,0,2,1,1,White,White,3,Racism,Adults Only,Public Building,Hate by Reason of Race,Single Offense,Single Bias,
1994,Law Enforcement Agency,RI,Rhode Island,1994-03-01,0,1,1,1,0,Black,Black,2,Racism,Adults Only,Public Park,Hate by Reason of Race,Single Offense,Single Bias,
